ExampleID	Class	Start	End	Entity
T2909	Protein	324772	324775	Sox
T2910	Protein	324776	324780	Sox6
T2911	Protein	324824	324828	Sox6
T2912	Protein	324907	324913	mutant
T2913	Protein	324977	324980	Sox
T2914	Protein	324981	324985	Sox6
T2915	Protein	325167	325171	Sox6
T2916	Protein	325226	325230	Sox6
T2917	Protein	325329	325333	Sox6
T2918	Protein	325437	325441	Sox6
T2919	Protein	325538	325542	Sox6
T2920	Protein	325697	325701	Sox6
T2921	Protein	325814	325819	STAT3
T2922	Protein	325885	325890	STAT3
T2923	Protein	325978	325982	IL-6
T2924	Protein	325996	326001	STAT3
T2925	Protein	326143	326160	Fc gamma receptor
T2926	Protein	326241	326246	STAT3
T2927	Protein	326280	326284	IL-6
T2928	Protein	326320	326325	STAT3
T2929	Protein	326408	326412	IL-6
T2930	Protein	326446	326451	STAT3
T2931	Protein	326592	326597	STAT3
T2932	Protein	326688	326694	gp130F
T2933	Protein	326722	326725	Src
T2934	Protein	326765	326770	gp130
T2935	Protein	326823	326825	IL
T2936	Protein	326911	326916	gp130
T2937	Protein	326958	326961	CD4
T2938	Protein	327059	327064	gp130
T2939	Protein	327074	327079	STAT3
T2940	Protein	327146	327149	JAK
T2941	Protein	327223	327226	CD4
T2942	Protein	327292	327297	SOCS1
T2943	Protein	327319	327324	SOCS3
T2944	Protein	327347	327350	CD4
T2945	Protein	327361	327366	SOCS1
T2946	Protein	327390	327393	JAK
T2947	Protein	327426	327431	SOCS3
T2948	Protein	327455	327458	JAK
T2949	Protein	327477	327480	Src
T2950	Protein	327540	327545	gp130
T2951	Protein	327552	327557	SOCS1
T2952	Protein	327562	327567	SOCS3
T2953	Protein	327612	327616	IL-6
T2954	Protein	327621	327626	IL-10
T2955	Protein	327725	327730	SOCS3
T2956	Protein	327734	327739	SOCS1
T2957	Protein	327754	327759	SOCS3
T2958	Protein	327787	327791	IL-6
T2959	Protein	327813	327815	IL
T2960	Protein	327853	327858	SOCS3
T2961	Protein	327890	327895	SOCS3
T2962	Protein	327916	327921	SOCS1
T2963	Protein	327969	327974	STAT3
T2964	Protein	327990	327994	IL-6
T2965	Protein	328019	328024	SOCS3
T2966	Protein	328066	328070	SOCS
T2967	Protein	328102	328105	IL-
T2968	Protein	328155	328160	SOCS3
T2969	Protein	328253	328258	IL-10
T2970	Protein	328297	328302	SOCS1
T2971	Protein	328333	328338	IL-10
T2972	Protein	328374	328378	SOCS
T2973	Protein	328397	328400	CD4
T2974	Protein	328479	328484	IL-10
T2975	Protein	328492	328497	IL-10
T2976	Protein	328507	328512	STAT3
T2977	Protein	328539	328544	SOCS3
T2978	Protein	328590	328595	STAT3
T2979	Protein	328628	328632	IL-6
T2980	Protein	328664	328669	SOCS1
T2981	Protein	328718	328721	CD4
T2982	Protein	328742	328751	IFN-gamma
T2983	Protein	328761	328764	CD4
T2984	Protein	328818	328827	IFN-gamma
T2985	Protein	328847	328852	IL-10
T2986	Protein	328866	328875	IFN-gamma
T2987	Protein	328914	328919	SOCS1
T2988	Protein	329027	329032	SOCS1
T2989	Protein	329037	329042	SOCS3
T2990	Protein	329068	329073	IL-12
T2991	Protein	329082	329087	STAT4
T2992	Protein	329115	329120	SOCS3
T2993	Protein	329153	329157	IL-4
T2994	Protein	329166	329171	STAT6
T2995	Protein	329199	329204	SOCS1
T2996	Protein	329229	329234	SOCS1
T2997	Protein	329239	329244	SOCS3
T2998	Protein	329358	329362	IL-4
T2999	Protein	329363	329368	STAT6
T3000	Protein	329377	329382	IL-12
T3001	Protein	329383	329388	STAT4
T3002	Protein	329537	329542	SOCS3
T3003	Protein	329564	329569	SOCS3
T3004	Protein	329608	329611	IgE
T3005	Protein	329654	329659	SOCS1
T3006	Protein	329682	329687	SOCS3
T3007	Protein	329705	329708	CD4
T3008	Protein	329920	329933	interleukin-4
T3009	Protein	330203	330216	interleukin-4
T3010	Protein	330401	330405	MDS1
T3011	Protein	330406	330410	EVI1
T3012	Protein	330420	330429	TGF-beta1
T3013	Protein	330533	330537	MDS1
T3014	Protein	330538	330542	EVI1
T3015	Protein	330611	330620	TGF-beta1
T3016	Protein	330624	330628	MDS1
T3017	Protein	330629	330633	EVI1
T3018	Protein	330811	330815	MDS1
T3019	Protein	330816	330820	EVI1
T3020	Protein	331029	331033	EVI1
T3021	Protein	331173	331177	AML1
T3022	Protein	331178	331182	MDS1
T3023	Protein	331183	331187	EVI1
T3024	Protein	331269	331273	AML1
T3025	Protein	331303	331307	MDS1
T3026	Protein	331308	331312	EVI1
T3027	Protein	331493	331497	MDS1
T3028	Protein	331498	331502	EVI1
T3029	Protein	331525	331529	AML1
T3030	Protein	331530	331534	MDS1
T3031	Protein	331535	331539	EVI1
T3032	Protein	331628	331632	IL-3
T3033	Protein	331711	331716	G-CSF
T3034	Protein	331747	331756	TGF-beta1
T3035	Protein	331797	331801	MDS1
T3036	Protein	331802	331806	EVI1
T3037	Protein	331864	331869	G-CSF
T3038	Protein	331885	331889	AML1
T3039	Protein	331890	331894	MDS1
T3040	Protein	331895	331899	EVI1
T3041	Protein	332128	332132	AML1
T3042	Protein	332133	332137	MDS1
T3043	Protein	332138	332142	EVI1
T3044	Protein	332196	332205	TGF-beta1
T3045	Protein	332279	332283	MDS1
T3046	Protein	332284	332288	EVI1
T3047	Protein	332390	332399	TGF-beta1
T3048	Protein	332457	332461	EVI1
T3049	Protein	332497	332501	EVI1
T3050	Protein	332506	332510	AML1
T3051	Protein	332511	332515	MDS1
T3052	Protein	332516	332520	EVI1
T3053	Protein	332548	332553	SMAD3
T3054	Protein	332593	332596	TGF
T3055	Protein	332671	332676	G-CSF
T3056	Protein	332680	332689	TGF-beta1
T3057	Protein	332869	332873	MDS1
T3058	Protein	332874	332878	EVI1
T3059	Protein	332946	332950	EVI1
T3060	Protein	332972	332976	AML1
T3061	Protein	333197	333202	G-CSF
T3062	Protein	333207	333216	TGF-beta1
T3063	Protein	333413	333424	interleukin
T3064	Protein	333506	333522	interferon-gamma
T3065	Protein	333524	333533	IFN-gamma
T3066	Protein	333539	333553	interleukin-10
T3067	Protein	333555	333560	IL-10
T3068	Protein	333741	333746	IL-10
T3069	Protein	333752	333761	IFN-gamma
T3070	Protein	333824	333829	IL-10
T3071	Protein	333840	333845	STAT1
T3072	Protein	333977	333982	COX-2
T3073	Protein	333997	334006	IFN-gamma
T3074	Protein	334017	334022	STAT1
T3075	Protein	334027	334032	STAT5
T3076	Protein	334063	334068	IL-10
T3077	Protein	334079	334088	IFN-gamma
T3078	Protein	334220	334229	IFN-gamma
T3079	Protein	334298	334303	IL-10
T3080	Protein	334314	334319	STAT1
T3081	Protein	334385	334394	IFN-gamma
T3082	Protein	334405	334410	STAT1
T3083	Protein	334415	334420	STAT5
T3084	Protein	334524	334529	IL-10
T3085	Protein	334534	334543	IFN-gamma
T3086	Protein	334597	334602	IL-10
T3087	Protein	334606	334615	IFN-gamma
T3088	Protein	335036	335050	epsilon globin
T3089	Protein	335382	335392	luciferase
T3090	Protein	336322	336326	Sox6
T3091	Protein	336365	336368	Sox
T3092	Protein	336429	336432	Sox
T3093	Protein	336468	336471	HMG
T3094	Protein	336538	336541	Sox
T3095	Protein	336953	336961	IL-1beta
T3096	Protein	336962	336968	IL-1RA
T3097	Protein	336985	336987	GP
T3098	Protein	336990	336996	TSST-1
T3099	Protein	337014	337020	TSST-1
T3100	Protein	337048	337056	IL-1beta
T3101	Protein	337057	337063	IL-1RA
T3102	Protein	337115	337121	TSST-1
T3103	Protein	337123	337125	GP
T3104	Protein	337133	337135	GP
T3105	Protein	337152	337158	TSST-1
T3106	Protein	337162	337164	GP
T3107	Protein	337165	337176	TSST-1 calc
T3108	Protein	337186	337188	GP
T3109	Protein	337234	337242	IL-1beta
T3110	Protein	337248	337252	IL-1
T3111	Protein	337289	337291	GP
T3112	Protein	337361	337369	IL-1beta
T3113	Protein	337370	337376	IL-1RA
T3114	Protein	337410	337416	TSST-1
T3115	Protein	337420	337422	GP
T3116	Protein	337423	337434	TSST-1 calc
T3117	Protein	337439	337441	GP
T3118	Protein	337444	337450	TSST-1
T3119	Protein	337608	337614	IL-1RA
T3120	Protein	337623	337631	IL-1beta
T3121	Protein	337735	337758	glucocorticoid receptor
T3122	Protein	338029	338043	glucocorticoid
T3123	Protein	338669	338693	glucocorticoid receptors
T3124	Protein	338890	338913	glucocorticoid receptor
T3125	Protein	339210	339233	glucocorticoid receptor
T3126	Protein	339462	339485	glucocorticoid receptor
T3127	Protein	339666	339689	glucocorticoid receptor
T3128	Protein	340040	340063	glucocorticoid receptor
T3129	Protein	340578	340601	glucocorticoid receptor
T3130	Protein	340946	340948	GR
T3131	Protein	340972	340974	GR
T3132	Protein	341121	341134	betaH1 globin
T3133	Protein	341199	341202	min
T3134	Protein	341361	341372	zeta globin
T3135	Protein	341404	341408	Sox6
T3136	Protein	341532	341546	erythropoietin
T3137	Protein	341796	341801	alpha
T3138	Protein	341884	341886	CD
T3139	Protein	341906	341911	CD41a
T3140	Protein	342017	342036	platelet peroxidase
T3141	Protein	342127	342132	alpha
T3142	Protein	342215	342229	Erythropoietin
T3143	Protein	342231	342234	Epo
T3144	Protein	342237	342249	granulocyte/
T3145	Protein	342286	342292	GM-CSF
T3146	Protein	342299	342312	interleukin 3
T3147	Protein	342314	342318	IL-3
T3148	Protein	342422	342427	CD41a
T3149	Protein	342432	342436	CD61
T3150	Protein	342467	342470	Epo
T3151	Protein	342633	342645	Epo receptor
T3152	Protein	342647	342651	EpoR
T3153	Protein	342658	342664	GATA-1
T3154	Protein	342674	342681	alpha 1
T3155	Protein	342695	342700	gamma
T3156	Protein	343309	343327	vitamin D receptor
T3157	Protein	343329	343332	VDR
T3158	Protein	343573	343576	VDR
T3159	Protein	343774	343777	VDR
T3160	Protein	343875	343878	VDR
T3161	Protein	344272	344275	VDR
T3162	Protein	344307	344310	VDR
T3163	Protein	344348	344353	Buffy
T3164	Protein	344524	344529	buffy
T3165	Protein	345082	345088	RanBP1
T3166	Protein	345785	345788	p62
T3167	Protein	345966	345971	RanBP
T3168	Protein	346007	346011	RanQ
T3169	Protein	346119	346125	RanBP1
T3170	Protein	346279	346285	RanGTP
T3171	Protein	346381	346387	RanBP1
T3172	Protein	346401	346407	RanBP2
T3173	Protein	346521	346523	Ah
T3174	Protein	346599	346603	BSAP
T3175	Protein	346660	346664	CD19
T3176	Protein	346909	346913	CD19
T3177	Protein	347037	347041	CD19
T3178	Protein	347215	347217	Ah
T3179	Protein	347245	347247	Ah
T3180	Protein	347342	347346	BSAP
T3181	Protein	347384	347388	CD19
T3182	Protein	347489	347492	AhR
T3183	Protein	347514	347518	BSAP
T3184	Protein	347530	347534	CD19
T3185	Protein	348635	348639	IL-2
T3186	Protein	348836	348840	Oct1
T3187	Protein	348893	348897	IL-2
T3188	Protein	348958	348962	IL-2
T3189	Protein	348985	348989	IL-2
T3190	Protein	349293	349297	Oct1
T3191	Protein	349806	349819	interleukin-3
T3192	Protein	349853	349866	interleukin 3
T3193	Protein	349868	349872	IL-3
T3194	Protein	350113	350117	IL-3
T3195	Protein	351067	351071	IL-3
T3196	Protein	351501	351524	glucocorticoid receptor
T3197	Protein	352423	352445	Pseudomonas aeruginosa
T3198	Protein	353206	353212	SOCS-3
T3199	Protein	353255	353266	interleukin
T3200	Protein	353284	353289	STAT5
T3201	Protein	353647	353660	interleukin-2
T3202	Protein	353662	353664	IL
T3203	Protein	353705	353711	SOCS-3
T3204	Protein	353738	353742	IL-2
T3205	Protein	353804	353810	SOCS-3
T3206	Protein	353863	353867	IL-2
T3207	Protein	353937	353940	CIS
T3208	Protein	353942	353948	SOCS-3
T3209	Protein	354000	354002	IL
T3210	Protein	354034	354040	SOCS-3
T3211	Protein	354077	354081	Jak1
T3212	Protein	354086	354090	Jak2
T3213	Protein	354112	354116	Jak3
T3214	Protein	354140	354146	SOCS-3
T3215	Protein	354163	354167	Jak1
T3216	Protein	354182	354186	Jak1
T3217	Protein	354265	354289	IL-2 receptor beta chain
T3218	Protein	354291	354300	IL-2Rbeta
T3219	Protein	354323	354327	IL-2
T3220	Protein	354352	354358	SOCS-3
T3221	Protein	354454	354458	Jak1
T3222	Protein	354463	354472	IL-2Rbeta
T3223	Protein	354529	354532	CIS
T3224	Protein	354534	354538	IL-2
T3225	Protein	354575	354581	STAT5b
T3226	Protein	354642	354646	IL-3
T3227	Protein	354656	354662	STAT5b
T3228	Protein	354728	354731	IL-
T3229	Protein	354738	354742	IL-3
T3230	Protein	354790	354796	SOCS-3
T3231	Protein	354829	354835	SOCS-3
T3232	Protein	354858	354862	IL-2
T3233	Protein	354894	354898	IL-2
T3234	Protein	355191	355195	beta
T3235	Protein	355210	355217	insulin
T3236	Protein	355219	355231	gonadotropin
T3237	Protein	355258	355262	SHBG
T3238	Protein	355758	355761	fat
T3239	Protein	355976	355980	CD28
T3240	Protein	356097	356101	CD28
T3241	Protein	356205	356209	CD28
T3242	Protein	356374	356377	CD8
T3243	Protein	356409	356412	CD4
T3244	Protein	356442	356446	CD28
T3245	Protein	356605	356609	beta
T3246	Protein	356622	356626	CD28
T3247	Protein	356650	356656	alpha-
T3248	Protein	356721	356725	CD28
T3249	Protein	357031	357035	beta
T3250	Protein	357056	357059	CD4
T3251	Protein	357174	357178	CD28
T3252	Protein	357192	357195	CD8
T3253	Protein	357223	357226	CD4
T3254	Protein	357227	357231	CD28
T3255	Protein	357240	357243	CD8
T3256	Protein	357244	357248	CD28
T3257	Protein	357276	357282	alpha-
T3258	Protein	357622	357670	Granulocyte-macrophage colony-stimulating factor
T3259	Protein	357672	357678	GM-CSF
T3260	Protein	357684	357703	interleukin (IL) -3
T3261	Protein	357819	357824	STAT5
T3262	Protein	357858	357863	c-fes
T3263	Protein	358040	358046	GM-CSF
T3264	Protein	358332	358338	GM-CSF
T3265	Protein	358453	358456	ERK
T3266	Protein	358497	358501	Grb2
T3267	Protein	358541	358547	GM-CSF
T3268	Protein	358552	358556	FMLP
T3269	Protein	358562	358566	Sos1
T3270	Protein	358571	358577	c-Raf-
T3271	Protein	358606	358612	GM-CSF
T3272	Protein	358614	358618	IL-3
T3273	Protein	358620	358623	TNF
T3274	Protein	358629	358633	FMLP
T3275	Protein	358719	358725	GM-CSF
T3276	Protein	358769	358772	p38
T3277	Protein	359211	359217	GM-CSF
T3278	Protein	359306	359311	STAT5
T3279	Protein	359347	359350	p38
T3280	Protein	359432	359438	GM-CSF
T3281	Protein	359443	359447	FMLP
T3282	Protein	359618	359622	IL-4
T3283	Protein	359627	359631	IL-5
T3284	Protein	359932	359936	IL-4
T3285	Protein	359941	359945	IL-5
T3286	Protein	360041	360047	NF-ATs
T3287	Protein	360072	360076	IL-4
T3288	Protein	360079	360083	IL-5
T3289	Protein	360128	360134	NF-AT1
T3290	Protein	360155	360158	NF-
T3291	Protein	360211	360215	IL-4
T3292	Protein	360380	360384	IL-4
T3293	Protein	360389	360393	IL-5
T3294	Protein	360550	360553	p65
T3295	Protein	360659	360662	p50
T3296	Protein	360663	360666	p65
T3297	Protein	360821	360824	p65
T3298	Protein	360846	360855	I kappa B
T3299	Protein	360973	360974	I
T3300	Protein	361077	361078	I
T3301	Protein	361114	361125	pressed p65
T3302	Protein	361134	361145	pressed p50
T3303	Protein	361171	361180	p65 delta
T3304	Protein	361241	361244	p65
T3305	Protein	361293	361296	p65
T3306	Protein	361301	361302	I
T3307	Protein	362184	362189	c-myc
T3308	Protein	362208	362213	c-myb
T3309	Protein	362302	362307	CD11a
T3310	Protein	362312	362317	CD11b
T3311	Protein	362443	362446	hck
T3312	Protein	362897	362931	chloramphenicol acetyl transferase
T3313	Protein	362933	362936	CAT
T3314	Protein	363041	363044	CAT
T3315	Protein	363289	363295	TNFR-1
T3316	Protein	363300	363304	CD95
T3317	Protein	363308	363340	Tumor necrosis factor receptor-1
T3318	Protein	363342	363348	TNFR-1
T3319	Protein	363354	363358	CD95
T3320	Protein	363372	363375	Fas
T3321	Protein	363379	363383	APO-
T3322	Protein	363595	363597	DR
T3323	Protein	363710	363712	DR
T3324	Protein	363871	363876	TRADD
T3325	Protein	363878	363883	TRAF2
T3326	Protein	363885	363889	FADD
T3327	Protein	363895	363900	FLICE
T3328	Protein	364021	364039	granulocyte-colony
T3329	Protein	364125	364162	granulocyte-colony stimulating factor
T3330	Protein	364164	364169	G-CSF
T3331	Protein	364282	364287	G-CSF
T3332	Protein	364350	364365	G-CSF receptors
T3333	Protein	364592	364597	G-CSF
T3334	Protein	364797	364805	p80c-rel
T3335	Protein	364942	364950	p80c-rel
T3336	Protein	364965	364970	G-CSF
T3337	Protein	364979	365027	granulocyte-macrophage colony stimulating factor
T3338	Protein	365146	365154	p80c-rel
T3339	Protein	365176	365184	p80c-rel
T3340	Protein	365247	365270	phosphorylated p80c-rel
T3341	Protein	365305	365310	G-CSF
T3342	Protein	365363	365371	p80c-rel
T3343	Protein	365497	365502	G-CSF
T3344	Protein	365599	365607	p80c-rel
T3345	Protein	365648	365653	G-CSF
T3346	Protein	365801	365804	p65
T3347	Protein	366058	366072	tumor necrosis
T3348	Protein	366084	366097	interleukin-1
T3349	Protein	366249	366252	p50
T3350	Protein	366257	366260	p65
T3351	Protein	366766	366777	"I kappa B"","
T3352	Protein	367230	367233	p65
T3353	Protein	367299	367302	p50
T3354	Protein	367306	367312	tissue
T3355	Protein	367427	367430	p65
T3356	Protein	367590	367595	BCL-6
T3357	Protein	367867	367872	BCL-6
T3358	Protein	368035	368040	BCL-6
T3359	Protein	368129	368134	BCL-6
T3360	Protein	368256	368261	BCL-6
T3361	Protein	368302	368307	BCL-6
T3362	Protein	368437	368442	BCL-6
T3363	Protein	368699	368704	BCL-6
T3364	Protein	368936	368941	BCL-6
T3365	Protein	369334	369337	Cbl
T3366	Protein	369515	369518	Syk
T3367	Protein	369855	369858	Syk
T3368	Protein	369879	369883	Cbl-
T3369	Protein	369901	369904	Cbl
T3370	Protein	369991	369995	Cbl-
T3371	Protein	370110	370115	Cbl-b
T3372	Protein	370174	370178	Cbl-
T3373	Protein	370370	370374	Cbl-
T3374	Protein	370423	370427	Cbl-
T3375	Protein	370486	370489	Cbl
T3376	Protein	370544	370547	Cbl
T3377	Protein	370558	370563	Cbl-b
T3378	Protein	370651	370659	upstream
T3379	Protein	370710	370713	tat
T3380	Protein	370914	370917	tat
T3381	Protein	370980	370983	tat
T3382	Protein	371403	371421	phytohemagglutinin
T3383	Protein	372994	372998	MAD3
T3384	Protein	373017	373022	c-Rel
T3385	Protein	373531	373536	c-Rel
T3386	Protein	373537	373540	p50
T3387	Protein	373565	373568	p50
T3388	Protein	373569	373572	p65
T3389	Protein	373574	373576	NF
T3390	Protein	373908	373913	c-Rel
T3391	Protein	373915	373919	p105
T3392	Protein	373925	373928	p50
T3393	Protein	374139	374143	MAD3
T3394	Protein	374148	374155	I kappa
T3395	Protein	374193	374197	MAD3
T3396	Protein	374223	374227	MAD3
T3397	Protein	374323	374328	c-Rel
T3398	Protein	374329	374332	p50
T3399	Protein	374337	374340	p50
T3400	Protein	374341	374344	p65
T3401	Protein	374346	374348	NF
T3402	Protein	374389	374393	MAD3
T3403	Protein	374401	374409	ppaB p65
T3404	Protein	374410	374413	p50
T3405	Protein	374418	374424	NFATc2
T3406	Protein	374425	374427	c1
T3407	Protein	374713	374721	ppaB p52
T3408	Protein	374723	374728	c-rel
T3409	Protein	374792	374800	ppaB p50
T3410	Protein	374802	374805	p65
T3411	Protein	374814	374820	NFATc1
T3412	Protein	374822	374824	c2
T3413	Protein	374915	374923	ppaB p65
T3414	Protein	374925	374928	p50
T3415	Protein	374933	374940	NFAT c2
T3416	Protein	374942	374944	c1
T3417	Protein	375157	375181	glucocorticoid receptors
T3418	Protein	375183	375185	GR
T3419	Protein	375902	375904	GR
T3420	Protein	376081	376089	GH in 10
T3421	Protein	376978	376979	p
T3422	Protein	376979	376981	65
T3423	Protein	376982	376984	50
T3424	Protein	377088	377093	Oct-1
T3425	Protein	377851	377852	E
T3426	Protein	377944	377947	DP1
T3427	Protein	377970	377973	DP1
T3428	Protein	377978	377979	-
T3429	Protein	378042	378045	DP1
T3430	Protein	378257	378259	G1
T3431	Protein	378970	378975	Egr-1
T3432	Protein	379129	379132	MyD
T3433	Protein	379428	379433	Egr-1
T3434	Protein	379475	379480	Egr-1
T3435	Protein	379647	379652	Egr-1
T3436	Protein	379830	379835	Egr-1
T3437	Protein	379852	379857	Egr-1
T3438	Protein	379977	379982	Egr-1
T3439	Protein	382050	382058	Receptor
T3440	Protein	383869	383874	NFATp
T3441	Protein	384429	384434	NFATp
T3442	Protein	384516	384519	Fos
T3443	Protein	384524	384527	Jun
T3444	Protein	384618	384623	NFATp
T3445	Protein	384850	384855	NFATp
T3446	Protein	384930	384933	Fos
T3447	Protein	384938	384941	Jun
T3448	Protein	385020	385025	NFATp
T3449	Protein	385882	385899	IL-2R alpha-chain
T3450	Protein	385901	385917	IL-2R beta-chain
T3451	Protein	385927	385932	CD11a
T3452	Protein	385938	385942	CD11
T3453	Protein	385959	385968	IFN-gamma
T3454	Protein	385986	385990	IL-1
T3455	Protein	385992	385996	IL-2
T3456	Protein	386001	386005	IL-4
T3457	Protein	386105	386109	IL-6
T3458	Protein	386114	386123	TNF-alpha
T3459	Protein	386228	386233	c-rel
T3460	Protein	386263	386266	p50
T3461	Protein	386270	386273	p65
T3462	Protein	386378	386381	p50
T3463	Protein	386636	386647	cyclophilin
T3464	Protein	387045	387050	c-rel
T3465	Protein	387094	387097	p65
T3466	Protein	387340	387376	interleukin 2 receptor alpha subunit
T3467	Protein	387378	387389	IL-2R alpha
T3468	Protein	387644	387647	p50
T3469	Protein	387649	387652	p65
T3470	Protein	387677	387682	c-rel
T3471	Protein	387698	387703	c-Rel
T3472	Protein	387749	387752	p65
T3473	Protein	387757	387760	p50
T3474	Protein	388084	388087	p65
T3475	Protein	388141	388146	c-Rel
T3476	Protein	388192	388219	tumor necrosis factor alpha
T3477	Protein	388254	388257	p65
T3478	Protein	388270	388281	presses p65
T3479	Protein	388360	388365	c-Rel
T3480	Protein	388454	388457	p50
T3481	Protein	388475	388480	c-Rel
T3482	Protein	388518	388521	p50
T3483	Protein	388522	388525	p65
T3484	Protein	388627	388632	c-Rel
T3485	Protein	388684	388695	IL-2R alpha
T3486	Protein	388787	388790	p65
T3487	Protein	388861	388882	serum response factor
T3488	Protein	388887	388892	ELK-1
T3489	Protein	389786	389789	SRF
T3490	Protein	390048	390051	SRF
T3491	Protein	390076	390079	YY1
T3492	Protein	390147	390174	tumor necrosis factor alpha
T3493	Protein	390281	390284	SRF
T3494	Protein	390841	390844	SRF
T3495	Protein	391024	391027	SRF
T3496	Protein	391032	391037	ELK-1
T3497	Protein	391269	391302	chloramphenicol acetyltransferase
T3498	Protein	391669	391672	SRF
T3499	Protein	391712	391727	classical c-Fos
T3500	Protein	391814	391817	SRF
T3501	Protein	392050	392054	Sox6
T3502	Protein	392971	392974	VDR
T3503	Protein	392994	392997	VDR
T3504	Protein	393102	393105	VDR
T3505	Protein	393109	393112	PHA
T3506	Protein	393530	393533	VDR
T3507	Protein	393605	393608	VDR
T3508	Protein	393731	393734	VDR
T3509	Protein	393872	393876	Sox6
T3510	Protein	393959	393963	Sox6
T3511	Protein	394035	394039	zeta
T3512	Protein	394044	394049	betaH
T3513	Protein	394111	394115	Sox6
T3514	Protein	394258	394262	Sox6
T3515	Protein	394326	394330	Sox5
T3516	Protein	394336	394338	13
T3517	Protein	394486	394490	Sox5
T3518	Protein	394495	394499	Sox6
T3519	Protein	394640	394644	Sox6
T3520	Protein	394801	394805	Sox6
T3521	Protein	394962	394966	Sox6
T3522	Protein	395102	395106	Sox6
T3523	Protein	395223	395227	Sox6
T3524	Protein	395655	395659	Sox6
T3525	Protein	395693	395697	Sox6
T3526	Protein	395896	395903	COUP-TF
T3527	Protein	395910	395914	Sox6
T3528	Protein	396028	396032	Sox6
T3529	Protein	396318	396322	Sox6
T3530	Protein	396571	396575	Sox6
T3531	Protein	396811	396815	EKLF
T3532	Protein	396877	396894	HMG architectural
T3533	Protein	396968	396973	HMG-I
T3534	Protein	396978	396983	HMG-Y
T3535	Protein	397156	397160	Sox6
T3536	Protein	397278	397282	Sox6
T3537	Protein	397293	397301	epsilony
T3538	Protein	397449	397464	epsilony globin
T3539	Protein	397468	397472	p100
T3540	Protein	397646	397650	Sox6
T3541	Protein	398170	398175	p100H
T3542	Protein	398232	398236	zeta
T3543	Protein	398309	398331	unlike epsilony globin
T3544	Protein	398333	398337	zeta
T3545	Protein	398342	398348	betah1
T3546	Protein	398491	398495	Sox6
T3547	Protein	398928	398943	epsilony globin
T3548	Protein	399068	399072	zeta
T3549	Protein	399077	399083	betah1
T3550	Protein	399331	399335	Sox6
T3551	Protein	399495	399499	Sox6
T3552	Protein	399571	399575	Sox6
T3553	Protein	399660	399661	p
T3554	Protein	400119	400123	Sox6
T3555	Protein	400388	400392	Sox6
T3556	Protein	400835	400838	Sox
T3557	Protein	400924	400928	Sox6
T3558	Protein	401072	401086	epsilon-globin
T3559	Protein	401242	401256	epsilon-globin
T3560	Protein	401321	401325	Sox6
T3561	Protein	401441	401445	Sox6
T3562	Protein	401546	401550	Sox6
T3563	Protein	401582	401596	epsilon globin
T3564	Protein	401825	401839	epsilon globin
T3565	Protein	401897	401901	Sox6
T3566	Protein	401969	401973	Sox6
T3567	Protein	402026	402040	epsilon globin
T3568	Protein	403089	403107	Interleukin (IL) 6
T3569	Protein	404261	404265	IL-6
T3570	Protein	404537	404541	IL-6
T3571	Protein	404789	404798	IFN-gamma
T3572	Protein	404816	404839	class IL transactivator
T3573	Protein	404840	404845	CIITA
T3574	Protein	405148	405157	IFN-gamma
T3575	Protein	405191	405205	Retinoblastoma
T3576	Protein	405403	405412	IFN-gamma
T3577	Protein	405505	405507	re
T3578	Protein	405955	405958	DP-
T3579	Protein	406063	406072	IFN-gamma
T3580	Protein	406086	406091	CIITA
T3581	Protein	406115	406120	CIITA
T3582	Protein	406252	406261	IFN-gamma
T3583	Protein	406263	406268	CIITA
T3584	Protein	406299	406308	IFN-gamma
T3585	Protein	406410	406415	CIITA
T3586	Protein	406531	406536	CIITA
T3587	Protein	406933	406937	RXR-
T3588	Protein	407103	407111	RARalpha
T3589	Protein	407554	407567	interleukin-3
T3590	Protein	407569	407573	IL-3
T3591	Protein	407678	407681	RXR
T3592	Protein	408112	408115	RAR
T3593	Protein	408205	408209	RAR-
T3594	Protein	408291	408294	RXR
T3595	Protein	408456	408460	IL-3
T3596	Protein	408778	408787	inhibitor
T3597	Protein	408824	408827	RXR
T3598	Protein	409110	409125	RXR-RARalpha403
T3599	Protein	409513	409526	interleukin-2
T3600	Protein	409528	409532	IL-2
T3601	Protein	409588	409592	IL-2
T3602	Protein	409919	409923	NF90
T3603	Protein	410181	410185	NF90
T3604	Protein	410336	410340	NF90
T3605	Protein	410567	410570	CD4
T3606	Protein	410642	410647	IL-10
T3607	Protein	410652	410656	IL-6
T3608	Protein	410757	410761	IL-6
T3609	Protein	410794	410797	CD4
T3610	Protein	410915	410919	IL-6
T3611	Protein	411458	411463	STAT1
T3612	Protein	411468	411473	STAT3
T3613	Protein	411685	411690	STAT1
T3614	Protein	411737	411742	STAT1
T3615	Protein	411758	411763	STAT3
T3616	Protein	411814	411819	STAT3
T3617	Protein	412277	412281	STAT
T3618	Protein	412291	412300	IFN-gamma
T3619	Protein	412359	412381	STAT1 phosophorylation
T3620	Protein	412435	412439	Sox6
T3621	Protein	412560	412575	epsilony globin
T3622	Protein	412723	412731	epsilony
T3623	Protein	412816	412831	epsilony globin
T3624	Protein	412895	412910	epsilony globin
T3625	Protein	413294	413295	p
T3626	Protein	413579	413582	Sox
T3627	Protein	413610	413615	c-Rel
